,Date,Time,MMSI,Lon,Lat,COG,SOG,VesselName,VesselType,DimA,DimB,DimC,DimD,Destination
0,2024-02-24,09:32:13,215150000.0,126.47830180917813,36.38945142393352,161.1,0.05144,DING HENG 3,CHEMICAL_TANKER,251.0,41.0,29.0,16.0,NINGBO
1,2024-02-24,09:32:10,229178000.0,125.86192137212721,36.17462569236805,299.1,0.66872,MARCOS V,CONTAINER,192.0,37.0,19.0,13.0,ZHOUSHAN
2,2024-02-24,09:32:21,229650000.0,126.11516667,37.03752167,163.1,0.0,ANTARES,ETC,240.0,50.0,21.0,24.0,ZHOUSHAN CHINA
3,2024-02-24,09:32:22,235113772.0,126.16846667,37.07291333,193.1,0.0,ONISILOS,TANKER,147.0,36.0,23.0,9.0,CNJYG->CNZOS
4,2024-02-24,09:32:20,241058000.0,126.24276667,36.91633333,174.0,0.0,FORTUNA,ETC,248.0,44.0,15.0,30.0,
5,2024-02-24,09:32:07,249883000.0,126.36740436721591,35.93402611053196,138.6,0.05144,NAVIOS HELIOS,BULK,160.0,25.0,20.0,12.0,CN ZOS
6,2024-02-24,09:32:13,265012000.0,125.84824826072158,36.418521918513186,188.6,9.722159999999999,ZJE OCEAN 1,BULK,34.0,166.0,5.0,31.0,ZHOUSHAN CN
7,2024-02-24,09:32:21,311000130.0,126.13558827643301,37.00161882363334,152.2,0.10288,YM MATURITY,CONTAINER,249.0,43.0,16.0,29.0,CN NGB>CN XMN
8,2024-02-24,09:32:22,311001197.0,126.1819914736443,37.08151852222925,172.7,0.05144,CARLOS DRUMMOND DE A,TANKER,152.0,28.0,19.0,11.0,ZHOUSHAN-CHINA
9,2024-02-24,09:32:23,312045000.0,126.4583363535555,37.148082939640254,201.4,0.05144,XT BRIGHTNESS,CHEMICAL_TANKER,62.0,14.0,6.0,6.0,TAIZHOU
10,2024-02-24,09:32:03,312282000.0,125.75180754662651,35.6520162387432,218.8,5.401199999999999,EVER LEADER,CONTAINER,68.0,12.0,10.0,4.0,TWKHH>>CNSHA
11,2024-02-24,09:32:26,312338000.0,126.56154894108795,37.40633403725224,30.7,4.83536,CHANG JING 7,ETC,119.0,21.0,10.0,10.0,ZHOU SHAN
12,2024-02-24,09:32:23,312379000.0,126.46455211075796,37.149747369253085,72.1,0.05144,PERISTIL,BULK,60.0,15.0,8.0,4.0,CN JLN
13,2024-02-24,09:32:21,312433000.0,125.64906670354551,37.016459231542136,280.2,6.018479999999999,GJERTRUD MAERSK,CONTAINER,70.0,28.0,8.0,8.0,CNSGH>CNYAT
14,2024-02-24,09:32:21,312483000.0,126.730535,36.98918833,81.2,0.0,SUPER FORTE,CHEMICAL_TANKER,61.0,15.0,6.0,6.0,JING JIANG
15,2024-02-24,09:32:21,312575000.0,126.04798546387528,36.9956470709288,266.8,4.8868,JAG ALAIA,BULK,54.0,20.0,8.0,4.0,ZHOUSHAN
16,2024-02-24,09:32:14,312828000.0,125.67372303591618,36.464404143641204,224.0,4.989679999999999,HONGTAI58,CARGO,77.0,20.0,8.0,8.0,
17,2024-02-24,09:32:21,312922000.0,126.42427,37.01524333,0.0,0.0,XIN HAI ZHOU 28,BULK,76.0,15.0,10.0,6.0,DONGGUAN CN
18,2024-02-24,09:32:22,334037000.0,125.53986833,37.11031333,215.3,0.0,FODASEVEN,CARGO,60.0,9.0,5.0,7.0,JP SBS
19,2024-02-24,09:32:23,352001302.0,126.4916,37.15876333,11.6,0.0,MOUNT BROAD PEAK,BULK,68.0,12.0,10.0,3.0,XIUSHAN E ANCHORAGE
20,2024-02-24,09:32:16,352001491.0,125.93560410449261,36.58320476173469,11.0,6.1728,RUN ZE 11,PRODUCT_TANKER,112.0,22.0,15.0,5.0,MAZHI
21,2024-02-24,09:32:11,352001895.0,125.36415417550131,36.26619676027174,312.2,5.60696,MONONOK,ETC,76.0,20.0,12.0,4.0,CN NGB
22,2024-02-24,09:32:25,352002399.0,126.53687218307103,37.32990293223695,265.1,6.8929599999999995,JIAN XIANG,BULK,120.0,27.0,15.0,8.0,CN ZHOUSHAN
23,2024-02-24,09:32:23,352002815.0,126.441755,37.15097667,226.6,0.0,NISSOS DONOUSSA,TANKER,121.0,25.0,7.0,14.0,CN ZOS
24,2024-02-24,09:32:07,352003228.0,126.622395,35.97093833,91.6,0.0,OCEAN LORD,BULK,79.0,20.0,5.0,13.0,CN LYG
25,2024-02-24,09:32:23,352170000.0,126.14983726807739,37.15322638331841,214.9,6.635759999999999,COSCO PLANET,CONTAINER,229.0,44.0,20.0,26.0,CNTAO
26,2024-02-24,09:32:25,352549000.0,126.24102481368564,37.266345070748756,225.8,10.0308,ZHONG TAN HAI,BULK,30.0,166.0,6.0,22.0,TJ
27,2024-02-24,09:32:08,352604000.0,126.0593325911431,36.027645802251186,166.8,0.05144,HONG RUN 27,ETC,192.0,33.0,21.0,11.0,
28,2024-02-24,09:32:20,352986195.0,126.2355,36.91245,151.0,0.0,CIMARRON,PRODUCT_TANKER,194.0,31.0,21.0,11.0,ZOUSHAN
29,2024-02-24,09:32:22,353090000.0,126.2268176158531,37.07246115178657,227.9,0.46296,ZHONG GU YIN CHUAN,CONTAINER,196.0,33.0,16.0,16.0,NINGBO
30,2024-02-24,09:32:13,353708000.0,126.48516667,36.40408333,201.0,0.0,MSC MAUREEN,CONTAINER,167.0,20.0,12.0,19.0,CNZOS
31,2024-02-24,09:32:26,353810000.0,126.56244833,37.39789,173.2,0.0,ZHONG GU YIN CHUAN,CONTAINER,74.0,23.0,7.0,9.0,NINGBO
32,2024-02-24,09:32:22,354139000.0,126.16436881981348,37.03929908684009,217.6,0.05144,ORIENTAL SOURCES,CARGO,130.0,27.0,8.0,16.0,KH  SHV
33,2024-02-24,09:32:22,354663000.0,126.39112900117978,37.04481978473008,154.0,0.10288,CSC RISINGSUN,PRODUCT_TANKER,99.0,25.0,14.0,6.0,MAZHI
34,2024-02-24,09:32:22,355410000.0,126.17705333,37.05692833,166.8,0.0,ADAMASTOS,CONTAINER,199.0,30.0,12.0,20.0,CNSHA>CNZOS
35,2024-02-24,09:32:22,355616000.0,126.39506333,37.04052667,159.0,0.0,SM EMERALD,BULK,85.0,17.0,8.0,9.0,NCTUD
36,2024-02-24,09:32:20,356110000.0,126.84026756383051,36.944537912926776,158.3,0.05144,HUA YUN,PRODUCT_TANKER,158.0,32.0,22.0,10.0,TW KEL
37,2024-02-24,09:32:21,356411000.0,126.76294333,36.98289667,291.6,0.0,SEAWAYS LIBERTY,TANKER,150.0,46.0,22.0,10.0,CNNBG
38,2024-02-24,09:32:23,356644000.0,126.56344517788534,37.12125348995869,300.7,4.06376,YM UNIFORMITY,CONTAINER,35.0,150.0,22.0,6.0,SGSIN>CNSHA
39,2024-02-24,09:32:20,356828000.0,126.84335833,36.95545167,71.8,0.0,YI CHEN 78,ETC,28.0,161.0,7.0,22.0,ZHOUSHAN
40,2024-02-24,09:32:07,357040000.0,126.52705,35.97377333,131.1,0.0,NORTHERN MONUMENT,CONTAINER,157.0,23.0,20.0,10.0,CNXMN>CNZOS
41,2024-02-24,09:32:21,357344000.0,126.72712833,36.99013667,0.0,0.0,SEAPEAK PAN,LPG,78.0,20.0,9.0,9.0,CN ZOS
42,2024-02-24,09:32:21,357492000.0,126.396925,37.02059167,258.3,0.0,ATHOS,CONTAINER,147.0,36.0,8.0,24.0,CNNGB
43,2024-02-24,09:32:19,370758000.0,125.36150966486849,36.849106953533706,113.5,0.05144,MOUNT ITA,BULK,280.0,56.0,36.0,24.0,CN RZH
44,2024-02-24,09:32:22,371360000.0,126.19356667,37.09139833,156.9,0.0,DE QIN 37,ETC,210.0,25.0,26.0,17.0,INCHON
45,2024-02-24,09:32:22,371589000.0,126.3755,37.04431667,198.0,0.0,XYMG NOBLE,BULK,102.0,22.0,14.0,5.0,NINGBO
46,2024-02-24,09:32:21,371718000.0,126.12852741866345,37.02675098368097,145.1,0.05144,HONG KUN MEI GUI,CARGO,251.0,41.0,25.0,20.0,ZHOUSHAN
47,2024-02-24,09:32:21,372092000.0,126.732645,36.98879333,256.3,0.0,OCEAN LORD,BULK,181.0,19.0,23.0,9.0,CN LYG
48,2024-02-24,09:32:20,374522000.0,126.23876860616961,36.913955542183665,162.2,0.05144,SITC MAKASSAR,CONTAINER,233.0,40.0,14.0,32.0,CN SHA
49,2024-02-24,09:32:21,412380030.0,126.35386333,37.02127833,166.9,0.0,ADAMASTOS,CONTAINER,19.0,67.0,2.0,11.0,CNSHA>CNZOS
50,2024-02-24,09:32:21,412477750.0,126.34862667,37.01880667,121.9,0.0,WAN HAI 277,CONTAINER,77.0,22.0,13.0,3.0,KR INC
51,2024-02-24,09:32:22,413298170.0,126.13660441908232,37.04239441178889,150.9,0.10288,MSC ADELAIDE,CONTAINER,79.0,21.0,3.0,12.0,SGSIN>>>>CNCHG
52,2024-02-24,09:32:21,413378970.0,126.35828333,37.02331667,198.0,0.0,XIN YAN TIAN,CONTAINER,85.0,23.0,12.0,5.0,NING BO
53,2024-02-24,09:32:25,413453650.0,126.63516552072906,37.341588711778556,142.1,0.05144,ZHEN ZHU HAI,BULK,129.0,14.0,18.0,5.0,TIAN JIN
54,2024-02-24,09:32:23,414240000.0,126.17164168705591,37.16831003200179,210.0,6.1728,KOTA CABAR,CONTAINER,194.0,17.0,17.0,15.0,CNSHA
55,2024-02-24,09:32:08,414283000.0,126.14053333,36.02758400722218,0.0,0.05144,CHANG AN ZHOU,PRODUCT_TANKER,195.0,30.0,11.0,21.0,ZHOU SHAN
56,2024-02-24,09:32:09,414387000.0,126.11850667,36.05352333,343.1,0.0,BAO YUE LING,BULK,192.0,33.0,15.0,17.0,NING BO
57,2024-02-24,09:32:08,419000984.0,126.55341471127707,35.975140400688204,141.9,0.05144,PERISTIL,BULK,205.0,24.0,9.0,23.0,CN JLN
58,2024-02-24,09:32:21,419001562.0,126.40709667,37.02300667,256.5,0.0,MOUNT GOWER,BULK,203.0,41.0,25.0,17.0,CNZOS
59,2024-02-24,09:32:13,419745000.0,125.36716667,36.41215,190.0,0.0,ZHELINGYUYUN31007,ETC,189.0,39.0,20.0,12.0,
60,2024-02-24,09:32:22,440000110.0,126.39397667,37.11277333,0.0,0.0,TIAN HAO 18,BULK,24.0,0.0,3.0,3.0,SONG XIA
61,2024-02-24,09:32:21,440000218.0,126.41994039497652,37.01625701609275,80.8,0.05144,BALTRUM,CONTAINER,8.0,15.0,2.0,2.0,NINGBO
62,2024-02-24,09:32:26,440000446.0,126.54859022806995,37.36232301301501,15.6,0.05144,WAKATAKE MARU,ETC,80.0,6.0,14.0,12.0,>TW KEL
63,2024-02-24,09:32:26,440000449.0,126.542585,37.409045,331.9,0.0,MING XI JIU YUE,BULK,68.0,11.0,12.0,12.0,YANG JIANG
64,2024-02-24,09:32:26,440000463.0,126.56562667,37.36799833,30.2,0.0,EVER FEAT,CONTAINER,1.0,1.0,0.0,0.0,TWTPE
65,2024-02-24,09:32:26,440000464.0,126.53369667,37.40403,280.4,0.0,BBC WASHINGTON,CARGO,72.0,12.0,15.0,15.0,CN ZOS
66,2024-02-24,09:32:25,440000465.0,126.16896098883478,37.324394977420056,261.4,4.3724,SASCO ANGARA,CONTAINER,82.0,4.0,0.0,20.0,CH ZOS
67,2024-02-24,09:32:26,440000468.0,126.52158667,37.39747,25.7,0.0,GUO YUAN 12,BULK,0.0,0.0,0.0,0.0,CN DJK
68,2024-02-24,09:32:24,440000472.0,125.96409667,37.26563,70.8,0.0,PROGRESS V,TANKER,13.0,90.0,11.0,11.0,OPL QDCN
69,2024-02-24,09:32:25,440000475.0,125.98449167,37.27730667,245.2,0.0,VIRA BHUM,CONTAINER,100.0,10.0,4.0,5.0,CNSHA
70,2024-02-24,09:32:21,440000690.0,126.00949341415212,37.03136682260773,257.4,0.15431999999999998,STOLT PRIDE,CHEMICAL_TANKER,14.0,10.0,3.0,7.0,CN NGB
71,2024-02-24,09:32:21,440001600.0,126.45301123521271,37.00554739589106,164.8,0.05144,SUN ORION,CHEMICAL_TANKER,0.0,8.0,0.0,0.0,KR USN
72,2024-02-24,09:32:21,440002140.0,126.74735,36.98688333,227.0,0.0,ALIANCA MANAUS,CONTAINER,10.0,28.0,6.0,4.0,TANJUNG PELEPAS
73,2024-02-24,09:32:24,440002180.0,126.32264640395488,37.244126517803934,354.6,0.10288,SHI YUAN,PCC,0.0,0.0,0.0,0.0,MEI SHAN
74,2024-02-24,09:32:11,440002200.0,126.3735787955673,36.24482156624683,333.9,0.41152,ZHOU DU 12,ETC,5.0,15.0,3.0,3.0,
75,2024-02-24,09:32:26,440002260.0,126.666825,37.34976667,157.2,0.0,GERDT OLDENDORFF,BULK,0.0,0.0,0.0,0.0,CN ZOS
76,2024-02-24,09:32:24,440002310.0,126.42747,37.24698,87.7,0.0,NINGHUA 419,CHEMICAL_TANKER,14.0,20.0,5.0,5.0,NINGBO
77,2024-02-24,09:32:15,440002440.0,125.90239117985224,36.56309888065629,182.0,4.6296,QIFAN9,ETC,62.0,30.0,10.0,4.0,ZHOU SHAN
78,2024-02-24,09:32:17,440002470.0,126.13322667,36.67417667,343.0,0.0,EVER OPTIMA,CONTAINER,0.0,0.0,0.0,0.0,TW TPE
79,2024-02-24,09:32:22,440003570.0,126.39762979186997,37.09380652983653,346.5,4.32096,TIAN YING ZUO,TANKER,0.0,0.0,0.0,0.0,HUIZHOU
80,2024-02-24,09:32:07,440004000.0,126.61336563834118,35.966383401564364,43.3,1.90328,FENG HAI 30,CHEMICAL_TANKER,0.0,0.0,0.0,0.0,ZHOU SHAN
81,2024-02-24,09:32:25,440004700.0,126.57631167,37.302975,22.2,0.0,YONGCHANGCHANGHANG,TANKER,0.0,0.0,0.0,0.0,TAI ZHOU
82,2024-02-24,09:32:20,440004880.0,126.83324167,36.95014667,221.2,0.0,SEA SPIRIT,BULK,0.0,0.0,0.0,0.0,ZHOUSHAN CNZOS
83,2024-02-24,09:32:22,440005120.0,126.39649833,37.0500802531069,3600.0,0.05144,NEW BLISS,BULK,55.0,4.0,6.0,3.0,JP KNM OFF
84,2024-02-24,09:32:21,440005180.0,125.65750809709064,36.97453451831423,297.9,0.36007999999999996,TOSA HARMONY,BULK,0.0,0.0,0.0,0.0,CN ZHE
85,2024-02-24,09:32:08,440005740.0,126.622599369321,35.97695732519689,89.8,0.05144,TIAN HAO 18,BULK,0.0,0.0,0.0,0.0,SONG XIA
86,2024-02-24,09:32:08,440007010.0,126.6273,35.97878333,261.6,0.0,BLISSFUL SEA,TANKER,10.0,15.0,3.0,4.0,CN ZHA
87,2024-02-24,09:32:17,440007090.0,126.13336333,36.67447833,10.9,0.0,CHANG HANG ZHEN ZHU,TANKER,0.0,0.0,0.0,0.0,ZHANJIANG
88,2024-02-24,09:32:20,440007610.0,126.84337667,36.94341833,118.2,0.0,WINNING SEA,BULK,0.0,0.0,0.0,0.0,SINGAPORE PJSB
89,2024-02-24,09:32:24,440008000.0,126.42751667,37.24636167,62.8,0.0,GOLDEN  ATLANTIC,BULK,15.0,18.0,3.0,6.0,HK HKG
90,2024-02-24,09:32:22,440008090.0,126.68454167,37.11075167,250.7,0.0,MENG XIN,TANKER,0.0,0.0,0.0,0.0,ZHOUSHAN
91,2024-02-24,09:32:21,440008160.0,126.4191,37.01632167,86.6,0.0,MAERSK SONGKHLA,CONTAINER,0.0,0.0,0.0,0.0,CNNPO
92,2024-02-24,09:32:20,440008790.0,126.84348667,36.94337,0.0,0.0,NORTHERN DISCOVERY,CONTAINER,0.0,0.0,0.0,0.0,CNNBG
93,2024-02-24,09:32:26,440009170.0,126.66666,37.349605,151.0,0.0,COSCO AZALEA,CONTAINER,256.0,8.0,0.0,2.0,NGB LIUHENG
94,2024-02-24,09:32:26,440009190.0,126.60033,37.34693,171.1,0.0,BEI LUN HAI TUN,BULK,0.0,2.0,32.0,0.0,SHAN HAI GUAN
95,2024-02-24,09:32:26,440009470.0,126.60025,37.34652333,354.4,0.0,EVER LEADER,CONTAINER,1.0,0.0,0.0,0.0,TWKHH>>CNSHA
96,2024-02-24,09:32:20,440009550.0,126.855815,36.94243833,223.2,0.0,SEA SPIRIT,BULK,10.0,14.0,4.0,5.0,ZHOUSHAN CNZOS
97,2024-02-24,09:32:21,440009580.0,126.79459,36.99626,0.0,0.0,X-PRESS CASSIOPEIA,CONTAINER,8.0,14.0,2.0,2.0,CNQCT
98,2024-02-24,09:32:23,440009780.0,126.19596624885585,37.158689995156884,50.1,0.05144,VANGELIS,BULK,0.0,8.0,0.0,8.0,SINGAPORE
99,2024-02-24,09:32:22,440010000.0,126.38938333,37.05058333,171.0,0.0,MSC LAUSANNE VI,CONTAINER,100.0,24.0,5.0,15.0,ZHOUSHAN ANCHORAGE
100,2024-02-24,09:32:20,440010140.0,125.90906555141144,36.91266645097033,240.2,0.05144,CORAL PEARL,CHEMICAL_TANKER,0.0,0.0,0.0,0.0,ZHOU SHAN
101,2024-02-24,09:32:21,440010180.0,125.98608613493693,36.98544795877104,202.7,4.32096,DARYA TIANA,BULK,15.0,5.0,3.0,2.0,CN DFG
102,2024-02-24,09:32:24,440010820.0,126.499445,37.25453833,0.0,0.0,X-PRESS CASSIOPEIA,CONTAINER,0.0,0.0,0.0,0.0,CNQCT
103,2024-02-24,09:32:25,440011120.0,126.40350057845006,37.322219709253154,189.7,0.05144,TEH VICTORY,CONTAINER,47.0,12.0,8.0,2.0,CNSHA
104,2024-02-24,09:32:25,440011170.0,126.42356280867948,37.3366229458668,81.0,6.635759999999999,VIRA BHUM,CONTAINER,12.0,5.0,5.0,25.0,CNSHA
105,2024-02-24,09:32:21,440011910.0,126.79491667,36.9962,263.6,0.0,HE FU,BULK,0.0,0.0,0.0,0.0,TAIPEI
106,2024-02-24,09:32:20,440012000.0,126.83378333,36.95051667,305.0,0.0,STI LA BOCA,CHEMICAL_TANKER,20.0,15.0,4.0,5.0,KRTSN
107,2024-02-24,09:32:21,440012140.0,126.42068333,37.01557667,284.8,0.0,CERVIA,BULK,0.0,0.0,0.0,0.0,LINKOU
108,2024-02-24,09:32:21,440012220.0,125.54984428444823,36.97544162534278,274.5,4.3724,EMPEROR PAMPERO,BULK,15.0,9.0,3.0,4.0,SINGAPORE
109,2024-02-24,09:32:24,440012230.0,126.42756667,37.24881667,0.0,0.0,SAN REMO,CHEMICAL_TANKER,0.0,0.0,0.0,0.0,KR ONS
110,2024-02-24,09:32:23,440012290.0,126.55664245885897,37.12419761665854,311.7,8.7448,TONG YOUNG,CHEMICAL_TANKER,0.0,0.0,0.0,0.0,CJK NO.2 ANCHORAGE
111,2024-02-24,09:32:24,440012370.0,126.49939167,37.25454,225.4,0.0,ATLANTIC,CARGO,0.0,0.0,0.0,0.0,LIANYUNGANG
112,2024-02-24,09:32:20,440012840.0,125.42477226681302,36.909815462412894,256.6,4.52672,HUA NAN 5,LPG,0.0,0.0,0.0,0.0,ZHOU SHAN
113,2024-02-24,09:32:09,440013420.0,126.15316749860865,36.060508373458276,181.0,4.26952,HAI NAM 81,BULK,0.0,0.0,0.0,0.0,CJK
114,2024-02-24,09:32:07,440014460.0,126.54744885791841,35.900592583953205,200.9,0.05144,GOOBY,BULK,13.0,14.0,5.0,3.0,CNZOS
115,2024-02-24,09:32:21,440014570.0,126.7465,36.98621667,194.1,0.0,MOUNT BROAD PEAK,BULK,7.0,20.0,0.0,0.0,XIUSHAN E ANCHORAGE
116,2024-02-24,09:32:06,440016170.0,126.37669984714326,35.844871648047715,103.9,0.10288,SHEN AO VIII,TUG,0.0,0.0,0.0,0.0,KEELUNG TAIWAN
117,2024-02-24,09:32:21,440016190.0,126.34188333,37.00686667,172.0,0.0,SHUN YUAN 18,LPG,69.0,19.0,7.0,6.0,DONG YING
118,2024-02-24,09:32:21,440016320.0,126.79486667,36.99608333,240.0,0.0,CHINACOASTGUARD2102,ETC,0.0,0.0,0.0,0.0,
119,2024-02-24,09:32:21,440016420.0,126.77658,36.99729167,276.6,0.0,TIAN YING ZUO,TANKER,10.0,27.0,3.0,7.0,HUIZHOU
120,2024-02-24,09:32:26,440016560.0,126.02026975066774,37.35467354810007,196.1,0.05144,SITC DECHENG,CONTAINER,0.0,0.0,0.0,0.0,XIAMEN CN
121,2024-02-24,09:32:22,440016920.0,126.02167113311579,37.04863835700736,10.8,0.10288,XIN RUN YANG,TANKER,64.0,4.0,0.0,8.0,DAESAN
122,2024-02-24,09:32:26,440017150.0,126.66836331728938,37.351578986034504,166.0,0.05144,KAN TAN 303,ETC,30.0,19.0,5.0,4.0,DONGHAI OILFIELD
123,2024-02-24,09:32:17,440017720.0,125.98982577638932,36.71497677837201,328.7,0.41152,CHEMROAD POLARIS,CHEMICAL_TANKER,0.0,0.0,0.0,0.0,CH ZHO
124,2024-02-24,09:32:26,440018310.0,126.60061667,37.34692,208.5,0.0,NORD MISSOURI,BULK,0.0,0.0,0.0,0.0,TAINJIN
125,2024-02-24,09:32:20,440018780.0,126.13311244668041,36.943935587513295,42.3,5.60696,SITC HUIMING,CONTAINER,60.0,22.0,3.0,10.0,VN SGN
126,2024-02-24,09:32:20,440019060.0,126.85663685749738,36.94296005180578,219.3,0.05144,AQUILA GLORY,CARGO,0.0,0.0,0.0,0.0,>KUV KR
127,2024-02-24,09:32:18,440019110.0,125.4241555695568,36.809040716157654,328.0,6.1728,SASCO ANGARA,CONTAINER,0.0,0.0,4.0,0.0,CH ZOS
128,2024-02-24,09:32:24,440019170.0,126.32176290769495,37.220137444467234,244.6,4.52672,OCEAN DRAGON,CONTAINER,9.0,9.0,2.0,2.0,ZHOU SHAN L1
129,2024-02-24,09:32:25,440020130.0,126.27134239425838,37.30260750289962,67.9,4.989679999999999,TEH VICTORY,CONTAINER,20.0,14.0,3.0,3.0,CNSHA
130,2024-02-24,09:32:20,440020330.0,125.54941839201457,36.93716250590809,306.7,1.4403199999999998,HUA WU,TUG,10.0,10.0,3.0,3.0,TAI ZHOU
131,2024-02-24,09:32:22,440020780.0,126.05645573477625,37.040174879987475,19.6,0.20576,GUO DIAN 12,BULK,8.0,4.0,15.0,0.0,BEILUN
132,2024-02-24,09:32:20,440021030.0,126.85711667,36.94156667,97.6,0.0,ROMANTIC,CARGO,0.0,0.0,0.0,0.0,BUSAN SKOREA
133,2024-02-24,09:32:21,440021170.0,126.43685,37.01443333,316.6,0.0,NEW ANSTEEL,BULK,16.0,19.0,8.0,3.0,SGP PJSB
134,2024-02-24,09:32:25,440021230.0,126.40348333,37.32246333,191.3,0.0,ZHE NENG 5,BULK,40.0,10.0,2.0,2.0,BEILUN
135,2024-02-24,09:32:21,440021320.0,126.79505,36.9965,0.0,0.0,CHINA ENERGY,BULK,0.0,0.0,0.0,0.0,ZHOUSHAN
136,2024-02-24,09:32:20,440021960.0,126.83387114197951,36.950168170543016,183.8,0.05144,ZHONG GU DIZHONG HAI,CONTAINER,0.0,0.0,0.0,0.0,CNNGB
137,2024-02-24,09:32:22,440022690.0,126.68413584368419,37.110814958903575,13.3,0.05144,MSC MICHELLE,CONTAINER,0.0,0.0,0.0,0.0,NINGBO
138,2024-02-24,09:32:25,440022760.0,126.57308640591567,37.30264327787322,356.8,0.10288,COSCO AZALEA,CONTAINER,30.0,30.0,8.0,8.0,NGB LIUHENG
139,2024-02-24,09:32:25,440022920.0,126.309976852413,37.33127840809216,85.6,5.5555200000000005,NIAGARA HIGHWAY,PCC,0.0,0.0,0.0,0.0,TW TXG > TW TPE
140,2024-02-24,09:32:20,440022930.0,125.9322810701518,36.92800873447623,234.0,0.10288,CHANG XING ZHOU,PRODUCT_TANKER,0.0,0.0,2.0,0.0,ZHOU SHAN
141,2024-02-24,09:32:26,440023880.0,126.49520524726944,37.35704925760789,172.9,0.05144,ALONA,BULK,10.0,6.0,2.0,2.0,CN BEI
142,2024-02-24,09:32:21,440024000.0,126.78922167,36.99412167,307.3,0.0,NAN YU 7,LPG,85.0,25.0,4.0,14.0,ZHOUSHAN
143,2024-02-24,09:32:20,440024870.0,126.83287550003041,36.95075478325855,155.5,0.05144,DA HUA,CARGO,0.0,0.0,0.0,0.0,CJK
144,2024-02-24,09:32:22,440024970.0,126.10051833,37.11234,183.7,0.0,PACIFIC FRIEDA,BULK,15.0,4.0,2.0,2.0,"NINGBO,CHINA"
145,2024-02-24,09:32:22,440025440.0,126.07797060062042,37.0483390550864,217.8,7.76744,ZHE WU 188,BULK,15.0,7.0,2.0,0.0,NING BO
146,2024-02-24,09:32:14,440026070.0,126.509365,36.43352,103.2,0.0,CHINACOASTGUARD2502,ETC,15.0,20.0,5.0,5.0,
147,2024-02-24,09:32:22,440027070.0,126.56031566278888,37.09468721767541,116.6,0.05144,NAN HAI SHI HAO,ETC,10.0,17.0,4.0,3.0,DONG HAI
148,2024-02-24,09:32:21,440028420.0,126.74693333,36.98605,218.6,0.0,GLORY VOYAGER,CARGO,0.0,0.0,0.0,0.0,NINGBO
149,2024-02-24,09:32:21,440033820.0,126.731655,36.98885667,305.4,0.0,CHANG JING 7,ETC,0.0,0.0,0.0,0.0,ZHOU SHAN
